"","lnwage","edu","expr","instr1","instr2"
"1",3.13605209052848,12.627770049232,8.58902069415513,-0.0844689480880296,-0.307392695891339
"2",3.77326379404621,13.1722392047341,10.535910605094,0.0829047652927353,0.00721147065417948
"3",3.45851548367476,12.7930550618259,7.91005052633906,-1.42157006253891,-1.38187610416885
"4",5.53545467500784,15.3115730980772,12.1904819618045,0.402289677760369,-1.28593195942684
"5",2.1676642852923,12.9470978898946,7.7632265787052,0.0902046266470421,0.559698863803168
"6",5.22374711840352,13.973748171549,7.82289760618149,-1.81531955778983,0.171885623626778
"7",2.41473429194135,11.4724856672212,13.1814439186637,-0.368937208951095,0.690667677584504
"8",5.06811574754736,14.5824084810449,7.22175193384133,0.45555993727593,-0.480257506043859
"9",2.5384600996056,11.4455982803893,9.06581760314735,-1.72235757547969,-2.06461123831661
"10",3.08235639846313,11.574994944391,8.31662149894741,2.32792031698645,-2.7508207888658
"11",5.49276127651471,12.3598649781217,11.7952162481876,3.36688065128864,-0.362100310205545
"12",6.08752224597394,13.1610446694351,16.7630722193727,-1.18067764603948,0.272260086834861
"13",5.27015095182399,12.2042917933302,12.028049086749,-1.17126090300509,-0.349268363825721
"14",4.39675636182892,15.2545639724365,6.53995781419805,-0.979904172505619,-0.384779541268039
"15",2.43651437439396,13.8449083444686,7.38893150658262,-1.45077558983655,-0.0502749881832913
"16",5.33808007405215,12.8550896220396,12.4893820204691,-0.568729768708661,0.988943442492003
"17",3.9141653346095,11.9708933153474,10.7271975849045,-1.2902124923168,-0.655674832705107
"18",3.45350535719092,15.00803540435,10.8876718335042,-1.36908086212893,1.6490518034188
"19",2.03469734464533,10.4391924383927,13.7101963905019,0.562810013057913,-0.250602512187379
"20",6.70494424340066,19.2065008036051,9.663125072089,0.116979558197436,-0.283846418621495
"21",2.24289990422764,11.9623004943115,9.55501690319843,-0.611723865989996,-1.72605772340074
"22",5.28126862991663,14.6737296855925,9.10146355715418,-1.06615771182505,-0.0705515586087814
"23",2.97000840848887,13.68163886322,11.5307133505547,1.1054522720248,0.613588958704047
"24",4.16120995344391,15.0713701986153,7.67493391095993,1.16454510701376,-2.00583935700382
"25",3.19603626838553,11.7617568197396,12.9831858351647,-1.96940116487595,-0.538884468351887
"26",0.550123281846214,12.3722880524657,6.75256625266873,-1.09479556514042,-0.223432647240746
"27",2.80568787173155,10.9951757953082,15.5714314037149,0.252825121987289,-0.231023889569836
"28",3.83174377989945,13.4475701021888,11.1135487041361,-1.08323841321697,1.32423810333097
"29",0.366588556905614,11.0089478874987,7.01677836593724,-1.67760195555665,-1.60329240440383
"30",4.16937264264149,13.9408602433732,7.18544732252969,0.286732357831589,-0.580360387283614
"31",3.81713959447749,12.8929146955819,8.72941569042401,-1.41878089411261,0.988169053268645
"32",7.53435124498287,17.3918281497157,12.357975488642,1.24940011294115,0.18981011892935
"33",4.63695447694718,12.0435025513806,11.3689696255009,0.308745947803239,-0.28109849971753
"34",4.38158818819005,12.5272231403254,9.67551199433371,-3.9838170737117,1.25988318310743
"35",3.55157736036743,11.3634956249218,12.4416014375392,0.605030596338603,0.244192501538312
"36",2.91137347285841,12.2170656654747,10.9126983095428,0.343290766263862,0.939492969533197
"37",3.3641813049135,14.347734866751,7.34817186797644,-0.120060881584146,-1.93499702227725
"38",6.6544563386302,13.3591547160161,11.495572867608,0.345407797263159,-0.319737414987485
"39",4.71139005304611,15.9135521550855,6.56404952589293,-0.923914145710156,0.970103073452175
"40",6.20452771451261,15.2552680803383,9.64187924975334,1.36897340546405,1.16582513733328
"41",3.25856768607921,12.8489269277147,7.23018847922157,-1.32069320540021,0.400755191305039
"42",3.34883613267798,15.8910941250355,11.748248031233,1.75539023688727,2.29876252930762
"43",1.35722641676512,9.36436267000134,8.13814763438359,-2.4587215884624,-2.6863032557098
"44",4.26702115778995,14.4897530025567,10.4953277096045,-0.230839452325976,-1.49086817064454
"45",3.57874727540368,11.419730797744,4.87106708226526,-0.00591242229160426,-0.779962421988206
"46",5.36955677739918,15.4718117177431,9.12651546032699,2.50902552263133,0.709961202738899
"47",3.89879384627823,11.5736313801865,12.8750138653331,0.137661035386686,-0.294768265181247
"48",6.89517144048061,16.5870591334987,12.2601513292456,-2.12607270213708,-0.279927707157029
"49",3.26752625874691,13.2009430059558,6.19767878869654,-0.394187075870001,-0.742729233742834
"50",2.43951009272466,8.26134240869843,18.9751717399506,-0.527698959898829,1.91568414771936
"51",3.75288367847786,12.8449703138466,10.0749497370953,-1.89100192244327,0.15902046293648
"52",-0.384652631926458,8.81552376277702,9.56170735700871,1.72254454960032,-1.83928316314923
"53",4.84165869300918,12.7947057094845,16.196186092814,2.64438579895767,-0.932845091856991
"54",6.13600700945639,18.4564675258903,5.82514433802787,-0.671831315787794,-1.46399255671548
"55",-0.474090546711761,7.49342967642191,10.2638197723833,-2.21961028821578,1.32637051666939
"56",5.69088539624292,15.9686491383018,9.29920319000485,-2.4645209439333,2.03949101547993
"57",1.69331601660916,8.85119354285616,10.3479542949305,0.988700614986215,0.191623614415147
"58",4.79890108320637,16.846032910339,9.5600292679717,3.77577049773955,0.910381918130532
"59",5.73189571390205,17.4326772723808,9.6960708756565,-1.26462193109177,-1.84684836894912
